"","name","race","gender","proffesion","affiliation","text"
"584","Keira Metz","Human","Female","Advisor Mage"," King Foltest of Temeria Lodge of Sorceresses Temerian Royal Council","Keira Metz of Carreras was a sorceress and former advisor to King Foltest of Temeria, a role that had also been held by Triss Merigold and Fercart. She was fond of luxury, despised the dirtiness of the outdoors, and was rather eccentric in nature.In 1267 Keira was serving as King Foltest's advisor when she and other mages in the North learned some of their fellow mages were planning to betray the Brotherhood of Sorcerers for Nilfgaard. Armed with this information, a conclave was called on Thanedd Island under the pretense of figuring out what they should do in regards to their positions as advisors to various rulers. In reality, Keira along with several others, including Philippa Eilhart and Sabrina Glevissig, planned a coup of their own to try and prevent the Nilfgaard supporters from putting their coup into play first.When she attended the banquet the night before the conclave, she met Geralt, who'd been brought along by Yennefer, and the two conversed for a bit, with the witcher joking that he had created the caviar illusion and her noting she didn't want to drink as she planned ""to get pregnant tonight"" before Marti Södergren butted in and the trio discussed trivial matters before Keira walked off to talk with other mages there.However, Keira's real reason for not wanting to drink that night was to prevent herself from falling asleep. While everyone else headed off to bed, the Northern supporters planned to stay awake to arrest the traitors. As dawn approached, they made their move and Keira, with assistance from Sigismund Dijkstra and some of his Redanian soldiers, began to apprehend the traitors. As they were in the process of capturing Artaud Terranova, Geralt stumbled upon them but the soldiers held him off while Terranova was handcuffed, but not before the mage insulted Keira who, in turn, punched him with brass knuckles straight to the face. On seeing Geralt, she demanded that they guard him and hurried off before returning with Detmold, wondering what to do about the witcher. After deciding Philippa could decide, the two mages then hurried off to continue the arrests. A short time later, Keira and Radcliffe apprehended Francesca Findabair and Fercart and brought them to where the rest of the supporters were waiting before moving them to Garstang.However, the plan soon fell apart and a battle erupted between the two sides in Garstang. Keira had been overpowered by them and Terranova proceeded to throw her out of a window but Geralt, who'd been on his way into the tower to find Yennefer, happened to be just below and she instead landed on the witcher. Suffering from a broken leg and ribs, Keira had Geralt carry her so she could show him the way in, meanwhile explaining all that had transpired right before the fight broke out. Keira managed to survive despite her wounds but, having been exiled by her king, took refuge in Montecalvo, Philippa's castle, along with Triss Merigold.[1]In early August, she joined Philippa's plans to create a new mage organization, the Lodge of Sorceresses, attending both the first and second meeting on the 19th of that month. However, like many of the other sorceresses in attendance, she wrongly believed Yennefer had sided with Nilfgaard during the coup and, along with Sabrina, made occasional scathing remarks towards the black-haired sorceress.[2]As January 1268 rolled around, another member of the Lodge, Fringilla Vigo, had seduced Geralt when his travels took him into Toussaint, hoping to keep him there until Spring. However, Geralt learned where Vilgefortz was and proceeded to make haste, but not before Fringilla got him to tell her the location and, in turn, informed the Lodge. Believing they had the upper hand, Keira and Sabrina were sent to ambush the hideout, Rhys-Rhun Castle, to get Ciri, but when they arrived they realized Geralt was smarter than they realized: he had given Fringilla a false location that'd been abandoned for years.[3]Keira Metz was mentioned in a conversation with Cynthia (Iorveth's path). Also her name was one of the names that ambassador Shilard Fitz-Oesterlen listed as a member of the Lodge of Sorceresses, who were accused of being behind the deaths of both Demavend and Foltest. She was condemned to death with the other members of the Lodge.In The Witcher 3: Wild Hunt, Keira Metz was in hiding, fearing the wrath of the witch hunters. She was first encountered while pretending to be a witch in the village of Midcopse. After spotting Geralt outside her cottage, Keira retreated to a secret, magically-generated chamber. She called out to Geralt from the top of a magic bath, and, when he arrived, coyly presented the witcher with a view of her nude form. From there, her and Geralt traveled to underground elven ruins near Duén Hen to look for Ciri. After wandering round in the dark, they encountered the Wild Hunt. One of the Wild Hunt warriors, Nithral, attacked them, and after defeating him, Keira and Geralt continued to find the mysterious elf's hideout. Throughout her involvement in The Witcher 3, Keira kept up a subtle, sexually-charged rapport with Geralt.In combat, Keira made use of her air magic, utilizing lightning bolts and levitation spells to battle multiple enemies.While Keira was in Velen, she acted like an alchemy shopkeeper and would buy and sell related items; she also offered these services at Kaer Morhen prior to the battle against the Wild Hunt:Due to a glitch, if Geralt returns to Kaer Morhen after having left it during Blood on the Battlefield, Keira's alchemist icon will be visible in a remote part of the map; once reached, she once again acts like an alchemist shop. However there is no way to get back into Kaer Morhen once she is reached as the door leading behind the castle is locked. This means the only way of leaving the area alive is glitching down the slope next to the castle wall on Roach's back."
"585","King of the Wild Hunt","Ghost",NA,NA,NA,"The King of the Wild Hunt leads a horde of specters - omens of misfortune and death - across the skies of the Continent.Over the course of the game, the King taunts Geralt each time they meet by twisting everything the witcher has done in an attempt to have our hero doubt himself and his own motives.It is heavily implied that the Wild Hunt is pursuing Geralt as he runs through the forests near Kaer Morhen in the Prologue. In Chapter I he appears in the Outskirts along with the ghost of Leo. In Chapter IV, Geralt must be careful not to summon him while completing a quest for the Hermit. These encounters culminate at the end of the game and true to form, the witcher is faced with another dilemma, as the King has come to claim the soul of Jacques de Aldersberg.During his final conversation with Letho, Geralt recalls his forgotten memories, remembering that Eredin found him and Yennefer at the Isle of Avalon after Ciri rescued the two from the riot that took place in Rivia. The Hunt attacked Geralt and Yennefer soon after, taking the sorceress captive after laying waste to the island.Geralt had began searching for Yennefer, along the way he gathered the witchers of the Viper School and engaged the Wild Hunt in an attempt to rescue her but the Hunt far outnumbered them. So Geralt offered his soul in exchange for Yennefer's, to which Eredin agreed without hesitation.Developer CD Projekt's characterization of the King of the Wild Hunt taken from the monsterbook, which was enclosed with the Collectors Edition of the computer game The Witcher for Poland, Hungary and the Czech Republic:""This powerful being leads a retinue of wraith raiders in their mad rush across the sky. The Wild Hunt, like a comet, is considered an ill omen, a harbinger of disaster and war. The King of the Wild Hunt is an unusual opponent, if only because he is from another world — a fact well known to Sapkowski's fans.""When we decided that the King of the Wild Hunt would appear in the game, we knew he had a serious part to play. From beginning to end, this nightmarish ruler appears on Geralt's path as an oppressor and portent of misery. The King of the Wild Hunt is linked to the forces of Destiny: he hovers just outside the main narrative, only appearing to remind the witcher of painful events or to provoke difficult discussions.Legends and myth about the Wild Hunt have origins in ancient Northern and Central Europe folklore, in our real world. According to myth, the Wild Hunt is a hunt or chase of spirits and other supernatural beings, all completed with hounds, horses and huntsmen.It represents an omen of danger, misfortune or catastrophe, or simply the personification of human fear. It's also cited in cinema, music and literature."
"586",NA,NA,NA,NA,NA,"King of the Wolves was a werewolf that Ciri fought in 1272 while escaping from Crookback Bog.While fleeing the Crones of Crookback Bog, Ciri encountered and rescued a girl named Gretka, who warned Ciri about the ""Wolf King and his pack"" that was preventing her from returning home. As the two made their way to get out of the ravine they were in, they came across a freshly dead body torn apart by a werewolf. A short time later they reached a cave, the only way out of the ravine. As they headed inside a scream was heard and they saw the King of the Wolves just as he was cornering another person. While still injured from earlier, Ciri killed the werewolf and saved the man. Preparing the proper sword oil is essential to making this boss fight easier. If Yaren's corpse is not fully examined, Ciri may incorrectly identify the monster as a fiend and prepare the wrong oil, making the fight more difficult. In order for the correct oil to be prepared, the chest, legs, and belly of the victim must all be examined. Basic dodge skills and attack moves are the only moves available to Ciri during this fight. This enemy has only melee attacks and will use a dash every so often to close a gap. The best strategy is to dodge in, fast attack, and dodge out before Ciri can be hit."
"587","Kiyan","Human (Witcher)","Male","Witcher"," School of the Cat","Kiyan was a witcher from the Cat School who was abducted by a mage called Ireneus var Steingard. This mage performed experiments on the witcher, turning him into a crazed being known as Mad Kiyan. He was possibly possessed by a demon, as referenced in the laboratory notebook.Kiyan's curriculum vitae cannot be reproduced without significant gaps in the story since the witcher didn't use a journal or diary, but there are certain notes scattered around Velen and Novigrad that help to shape a picture of Kiyan's last days as a witcher.According to these notes, the chronology began with Kiyan taking on a contract issued by Prince Adrien of the Sea Cats which consisted of killing the participants of an expedition led by professor Sigismund Gloger to find a treasure in Est Tayiar. Kiyan fulfilled the contract and then departed aboard the ship Flying Stag, despite being offered a secure post as Adrien's bodyguard.On this ship, Ireneus var Steingrad had bribed the captain to share a cabin with Kiyan so that he could kidnap the witcher. The mage took notes on Kiyan's actions and then conjured up a storm to open a portal to undisturbedly carry the witcher off to his laboratory below Novigrad. Eventually, Steingard succeeded, even though the storm was stronger than expected and wrecked the Flying Stag, killing the crew.Kiyan was then misused by Steingard and had been the subject of cruel experiments to test the physical and mental endurance of witchers. He was also interrogated and forced to reveal secrets about witcher training, and the Cat School of Witchers in particular. Steingard was pleased that Kiyan confirmed his theories: that the Cat School has elven origins. Kiyan's body survived the excruciating treatment, however, his mind was overwhelmed by the procedure after four days.Ireneus var Steingrad continued his study regardless of this fact, turning the former witcher Kiyan into a crazed and tormented shell of his former self, driven only by immense pain. This version of Kiyan, Mad Kiyan, can be found in the abandoned laboratory below Novigrad's Temple Isle, where Geralt of Rivia encounters it. Here, the former witcher can be defeated and killed, relieving Kiyan from his fate.Mad Kiyan is the crazed and possibly possessed version of the witcher Kiyan of the Cat School. The mage Ireneus var Steingard captured and performed experiments on Kiyan in his laboratory below Novigrad, tormenting both his mind and body beyond recognition. Mad Kiyan is thus an insane shell of the witcher only driven by immense pain and the urge to kill intruders.Geralt of Rivia can encounter and relieve him from his suffering in the abandoned laboratory below Novigrad. However, Mad Kiyan can prove a serious threat to Geralt since even though the mind of a human being is no longer inhabiting Mad Kiyan's body, his skills in battle remain. Mad Kiyan can use Signs consisting of a bubble of Quen, a version of Igni and Aard. His blows with a Moonblade are fast and can cause bleeding.Despite all these skills in battle, Mad Kiyan's vocabulary is restricted to muttering ""No good. No evil. Only pain.,"" ""seems you are bleeding,"" and ""This is not the end."" due to the absence of a regular human mind through the excruciating treatment by Ireneus var Steingard."
"588","Kluhg","Human","Male",NA,NA,"At one point, he was detained and interrogated by the commander of the Temple Guard, Caleb Menge, but was later released. However, this event caused him to become rather forgetful while also developing a bit of a persecution complex.While in hiding, Triss Merigold ordered magic incense from Kluhg to smoke out the rats from a warehouse she had been hired to clear. However, on his way to make the delivery, Kluhg became nervous as he passed some Temple Guards and dropped the contraband into the canal. When questioned by the guards, he claimed that the sack contained a dead cat and the guards bought it, leaving him be. Later at his hideout, Triss came by to collect her package with Geralt in toll and he relayed the story to her, leaving it to Geralt to go fish the sack out of the canal.As they finished talking though, he heard Temple Guards approaching and thought they'd been found, but the guards just happened to be passing by and were none the wiser about the group inside the home. However, as it wasn't safe to exit through the main door with them outside, he then had Triss and Geralt exit through the trapdoor in the hideout instead."
"589","Kobe","Human",NA,NA,NA,"Kobe was a nordling living around Novigrad in 1272 that, like many, didn't take kindly to Nilfgaardians waging war with them.If Fencing Lessons is done: He and Lucas were caught threatening Rosa var Attre but Geralt interfered before they could act on their plans."
"590","Kori","Human",NA,NA,NA,"Kori was a Skelliger and part of Clan Drummond in 1272. While other clans were ok with visitors, he and his brother, Kraki, despised anyone from the continent and made sure to voice this opinion to any that dared to visit Arinbjorn.If Geralt visits Arinbjorn's inn: Kori and Kraki immediately ""introduced"" themselves to Geralt, making it clear they thought very little of him as a continental and that he wasn't welcome. However, Jorund interrupted before they could escalate it into a fight and the two brothers walked off."
"591","Kraki","Human",NA,NA,NA,"Kraki was a Skelliger and part of Clan Drummond in 1272. While other clans were ok with visitors, he and his brother, Kori, despised anyone from the continent and made sure to voice this opinion to any that dared to visit Arinbjorn.If Geralt visits Arinbjorn's inn: Kraki and Kori immediately ""introduced"" themselves to Geralt, making it clear they thought very little of him as a continental and that he wasn't welcome. However, Jorund interrupted before they could escalate it into a fight and the two brothers walked off."
"592","Kurisu","Human",NA,NA,NA,"Kurisu was a Skelliger that lived in Blandare with her family around 1272 when pirates attacked and kidnapped her and several others, who planned to sell them off.Despite being taken prisoner, Kurisu was adamant that her brother would come for her and kill the pirates that took her, though the pirates themselves didn't believe this. However, as the pirates sailed near Hindarsfjall, a storm struck and, taking advantage of the chaos, Kurisu jumped overboard.She nearly died though from her injuries but thankfully for her and the others onboard, priestesses from Freya's temple found the shipwrecked group and tended to them. She then spent a couple weeks recovering at their temple before deciding to head back home as her family must be worried about her.If Geralt talks to her: Kurisu informed Geralt she was heading home to Blandare soon."
"593","Kurt","Human","Male","Witch hunter"," Witch hunters","Fandom may earn an affiliate commission on sales made from links on this page."
"594","Kurt Dysart","Human","Male",NA,NA,"Kurt Dysart was a Temerian nobleman and Count of Anchor in 1272, and had recently acquired the Moldavie Residence while he was in Novigrad.He acquired the property at an unbelievable deal, having been approached by a presumed mage's widow who wished to sell her husband's estate. However, it turned out the house had a major problem: something was causing it to tremble and quake and nearly bringing the house down with it. Not one for superstitions though, Kurt felt it was something more sensible and thus tried to find a witcher to help him with his house problem.If Geralt helps him: It was soon discovered that in fact Kurt was right: instead of being a haunted house, one of the previous house owners had been a mage who kept an earth elemental, Therazane, hidden in some elven ruins below the house. On learning Geralt had dealt with it, Kurt was delighted to not only solve the problem but now had an extended cellar to use."
"595","La Valette Guard Captain","Human","Male",NA,NA,"La Valette Guard Captain is an old and experienced soldier who served Baroness Maria Louisa La Valette as commander of her guard around the Baroness la Valette's Villa in Novigrad."
"596","Lambert","Human (Witcher)","Male","Witcher"," School of the Wolf","Amber (The Witcher 3: Wild Hunt)Janusz Wituch (Polish) in The WitcherChristian Contreras (English) in The Witcher 3: Wild HuntLeslaw Zurek (Polish) in The Witcher 3Lambert was one of the younger witchers from Kaer Morhen. Known for his biting tongue, he was often rude in conversation. He was particularly rude towards Triss Merigold, addressing her only by her last name, which irritated the sorceress greatly. He does not have much use for politics, a trait common to most witchers due to their code of neutrality. He helped train Ciri in the art of combat. He was described as being at the same age as Coën. He is one of the last witchers to be trained within the walls of Kaer Morhen.Lambert appears in the main campaign of The Witcher, as well as The Price of Neutrality premium module. Despite not being fond of her, when Triss was sick and wounded after a fight with a wizard, Lambert cared for her helping to nurse her back to health. Vesemir suggests this might be because he feels guilty.In The Witcher, he is wandering around the ground floor of Kaer Morhen or busy in the courtyard for the duration of the Prologue.In ""The Price of Neutrality"", he can be found staking out the ford nearest the camp, keeping the local weed problem in check and making sure the unexpected guests do not suddenly try to enter the keep.Lambert is back in the third installment of The Witcher Series and seems to have a deep seated jealousy towards Geralt, as Geralt is an extremely famous and beloved witcher, while Lambert considers his witcher status a cruel twist of fate, and is stuck hunting relatively benign monsters for people who hate witchers.Like some of his fellow monster slayers, he dislikes the lack of choice he had in becoming a witcher; when he was a child, his father continually beat him and his mother until one day his father stumbled onto a Nekker's nest where a witcher saved his life. The witcher then invoked the law of surprise, demanding the first thing the father would see, yet not expect when returning home. Since that day, Lambert despises his lot in life but walks the path nonetheless, for he knows nothing else.Geralt had a dream in the May of 1272, in which he practised training at Kaer Morhen. When he and Ciri walked down to the lower courtyard, they trained with Eskel and Lambert, or more specificially Lambert trained with Eskel, Vesemir with Geralt and Ciri with a training dummy.Eskel and Lambert at Kaer Morhen keepDuring Geralt's travels looking for Ciri, he could encounter Lambert after taking a ekimmara contract. After they had slain the ekimmara, they got to chatting, and Geralt helped track down three members of Jad Karadin's band, Vienne, Lund and Hammond. After they hunted the three down, they hunted down Jad, and confronted him. Geralt could choose to help Lambert kill him or he could stay out of it.After Geralt arrived back to Kaer Morhen, after investigating all leads on Ciri, with Uma, he went with Lambert to the Circle of Elements to repair the phylactery. On the way they encountered several problems, such as trolls and foglets. Lambert later participated in The Battle of Kaer Morhen.If Geralt got to Lambert in time to save him from the Wild Hunt: Geralt and Lambert fought the Wild Hunt side-by-side, and both survived the battle. Lambert later got into a relationship with the sorceress known as Keira Metz.If Geralt didn't get to Lambert in time: Geralt didn't arrive in time to save Lambert and so he died to the Wild Hunt. After the battle was finished they had a funeral in his honor."
"597","Leif","Human",NA,NA,NA,"Kraki (son)Leif was the father of Kori and Kraki and part of Clan Drummond in 1272. He was considered to be a troublemaker who detested visitors from the continent, a view he made sure to pass on to his sons.If Kori and Kraki are killed: despite his sons being troublemakers themselves and having instigated the deadly fight that cost them their lives, Leif demanded that the lone survivor, Geralt, be tried by their jarl, Madman Lugos, for his sons' deaths."
"598","Lena","Human",NA,NA,NA,"Lena was a young woman living in White Orchard in 1272 with her parents, who didn't hide the fact that they'd harm their own daughter if she was ever caught with one of the ""enemies"", that is, a Nilfgaardian. Therefore, she kept her relationship with a Nilfgaardian soldier a secret.If Geralt visits Tomira and asks about Lena: Tomira informed the witcher Lena had been attacked by the local griffin while trying to sneak out at night into the woods, undoubtedly to rendezvous with a lover. However, her wounds were too extensive and it was only a matter of time before she died."
"599","Leslav","Human","Male",NA,NA,"If Geralt helps him but haggled: after Geralt killed the foglet and came to collect his reward, Leslav gave him a smaller amount. When Geralt called him out on it, the peat digger admitted he didn't have enough coin to pay the witcher.If Geralt demands pay right then: scared, Leslav paid all he had on him, but it was only a portion of what was agreed on.If Geralt agrees to wait a week: Geralt showed up a week later and Leslav was true to his word, returning the original amount plus interest."
"600","Lessy","Human",NA,NA,NA,"If Geralt places the ring and goes to collect his reward, Lessy is surprised as her grandmother has been dead for years. However unbelievable it is to her, she feels Geralt is being honest and will give him a small reward for his troubles."
"601","Letho of Gulet","Human (Witcher)","Male","Witcher Assassin"," School of the Viper Kingslayers Emhyr var Emreis Vattier de Rideaux","Letho of Gulet, also known as the Kingslayer, was a witcher from the School of the Viper. His closest associates were Auckes and Serrit, also kingslayers and fellow witchers from the School of the Viper. Letho enlisted the help of Iorveth and the Scoia'tael to aid him in his plan to kill the kings of the Northern Kingdoms; to back his claim, the Viper showed Iorveth a head that belonged to Demavend III, the king of Aedirn, whom Letho had previously slain.In the forests of Angren on July 25, 1270, Letho was near death after being struck by a slyzard's tail but Geralt, a witcher from the School of the Wolf, found and saved him while chasing after the Wild Hunt to rescue Yennefer. As thanks for saving his life, Letho told Geralt where to find the Wild Hunt and, alongside his own companions, travelled with him to find the spectral riders. Eventually, the group caught up with the Wild Hunt on the Winter Solstice, by the Hanged Man's Tree in Nilfgaard. Despite their skill, the witchers couldn't defeat all the warriors and a stalemate ensued before Geralt offered himself in exchange for Yennefer.Feeling it'd be disrespectful to Geralt to just leave the sorceress somewhere, Letho and the witchers took care of her. However, she was in pain, suffering from amnesia and caused an endless source of trouble for the group, which, in the Nilfgaardian Empire, meant she was liable to get caught and killed. While the group traveled constantly to try and avoid attention, they were eventually detained and thrown in jail. However, Emperor Emhyr var Emreis himself later approached Letho and offered him a deal he couldn't refuse: sow chaos in the North by killing some of its rulers, lay the blame on the Lodge of Sorceresses, and the School of the Viper would be restored.King Esterad Thyssen of Kovir and Poviss was initially Letho's first target, but this never came to be as the kingslayers came into contact with Síle de Tansarville, who contracted Letho with assassinating King Demavend and helped to organise it. Thus, in 1271, Letho snuck onboard Demavend's ship out on the Pontar and, using a Northern Wind-based capsule, froze most of the ship and nearly everyone on board except a handful that were protected by Abelard's counter spell. However, this wasn't enough and all the guards fell to Letho's blade before he rounded on the king and killed him, then cut off his head for proof. Per de Tansarville's suggestion, Letho subsequently sought out Iorveth with the head in tow; yet, instead of merely using the Scoia'tael in order to lie low after the killing as Síle had envisaged, Letho also secured an alliance between the kingslayers and the Scoia'tael, whereby the latter would help Letho and his comrades to kill the kings of the North in whatever way they could.Because of the kingslayers' first attempt on King Foltest's life having failed due to Geralt being there at the time of the attack and the would-be assassin's death, Letho planned a second attempt on the Temerian monarch's life with Iorveth, while being out of Síle's or anyone else's reach. Aware of the imminent siege at La Valette Castle, Letho decided to pose as a monk guarding over the king's children - a disguise which he enacted by framing himself as a helpless monk being tortured and then killing the person who treated him to keep the secret. Foltest, after successfully taking over the castle, appeared with Geralt, now acting as a bodyguard, at which point the king asked for Geralt to give him and the children some space. With his back turned, Geralt heard the attack too late as Letho revealed himself just after he killed Foltest and fled out a window to escape with Scoia'tael assistance, leaving Geralt to be wrongly accused of regicide. Shortly after this assassination, Letho attempted to betray Iorveth by turning one of his lieutenants against him. However, the elf refused, so Letho killed his entire unit to cover his tracks and left Ciaran to be captured by Flotsam's guards.In an attempt to catch Letho, Geralt, who now knew that Letho had attempted to get rid of Iorveth, the elf to the kingslayer as a ruse to expose the latter's treachery. However, Iorveth and his Scoia'tael were attacked by the Blue Stripes, leaving Geralt and Letho to battle each other. Letho prevailed in the battle with Geralt, but once the Wolf was down, he spared him. Letho revealed that Geralt once saved his life and so they were now ""even"", before running off to kidnap Triss and force her to teleport them to Aedirn. He succeeded in capturing the sorceress, but fought and killed Cedric in the process as he tried to defend her.After arriving in Vergen, Letho abandoned Triss and regrouped with Serrit and Auckes in their hideout. Knowing that the Scoia'tael in the area would soon become aware of his betrayal, Letho and his two comrades massacred them, leaving only one survivor. Upon hearing about the upcoming summit at Loc Muinne, Letho headed there, entrusting Serrit and Auckes with assassinating Henselt.Knowing that Síle had become a liability for him, Letho sabotaged her megascope by replacing one of the crystals with a flawed one in order to dispose of her. Unless Geralt intervenes, Letho is successful and Síle explodes. Afterwards, the kingslayer waited in the center of the Temerian Quarter in Loc Muinne to talk with his former companion. Letho offered Geralt vodka, while explaining that he never had anything personal against him and proceeded to tell him about his deal with the emperor, the fate of Yennefer, and all that he knew about the Wild Hunt.If Geralt fights Letho: the two fought one last time and Geralt ultimately defeated Letho, killing him.If Geralt lets Letho go: Letho and Geralt parted ways, believing they'd never see each other again.Note: if Letho was killed at the end of the second game, what follows below isn't applicable.Having succeeded in tearing the North apart, Letho learned afterwards that it was all for naught, with Emperor Emhyr not only going back on his word to restore the School of the Viper but, as Letho was now a living witness to the emperor's plans, the witcher was a liability and assassins were sent after him. With a high price on his head and bounty hunters chasing him everywhere, Letho traveled around, not staying anywhere too long, before he dropped in at the abandoned Reardon Manor in Velen in 1272. Coincidentally, Geralt was in the area as well on unrelated business.If Geralt doesn't help him out: the two parted ways, with Letho heading off to take care of his business by himself.If Geralt helps him out: Letho and Geralt talked for a bit, with Letho explaining his ""on the run"" situation before a group of scouts arrived, no doubt sent to see if Letho was there. After the two witchers killed them off, Letho asked his former friend for help in dealing with the bounty hunters and the two set out together to track down Louis, an acquaintance of Letho's and the only one who knew where the witcher was hiding, having recommended the manor to Letho. It turned out that Louis sold him out and, not one to forgive such actions, Letho left him to die. He then had Geralt follow him to Lindenvale and told Geralt that whatever happened next, to not interfere, before throwing a bomb at a nearby barn, causing it to explode and several armed bounty hunters to run out of a nearby hut. After a short conversation between Letho and the group's leader, Arnout Vester, one of the bounty hunters shot a crossbow at the witcher and he attacked, killing off six of them before falling over, seeming dead. Letho woke up sometime later, with Geralt waiting nearby, having sensed on closer inspection that Letho had used a substance to only make it appear that he died.Letho of Gulet was one of the playable heroes in the now defunct MOBA and had a lot of interesting weapons, skills, and skins. He was a warrior class hero."
"602","Liesje","Human","Female",NA,NA,"Fandom may earn an affiliate commission on sales made from links on this page."
"603","Little Red","Human","Female","Bandit"," Bertram (formerly)","Little Red (real name Lilly[1]) was the leader of a gang around Yantra in 1272 and the last in a family of werewolves.Little Red appeared to have a mostly normal childhood, albeit one that involved being a werewolf, an ability she inherited from both her parents. Despite this, her mother tried to instill in her to show that humans and werewolves could live in harmony and soon, Little Red headed off to the Academy to further her education.However, while she was away at school, her parents fell into a great amount of debt and soon her parents' secret was discovered and the witch hunters had them arrested, planning a big execution of the ""monsters"". As one last bid, Little Red's mother sent a letter to her daughter, wanting her to not avenge them and to live peacefully.By 1272 though, Little Red was little more than a bandit, leading a small group of outcasts and robbing people in the Yantra area. While rumors spread about her mingling with wolves, nobody knew for certain about her lycanthropy.She was eventually approached one day by Bertram, a peasant from Yantra, who had an offer: he'd point out who was worth robbing in the area and he'd get a cut of the spoils. She agreed and for half a year this worked, until Bertram got greedy and asked for more. Little Red refused, so Bertram went and told the witch hunters about the bandits, who proceeded to kill half her gang. Wanting revenge, she decided to ""visit"" the village to kill just Bertram.If Geralt helps but stands aside for her: Little Red explained the deal to the witcher and, with Geralt standing aside on learning the truth, she was true to her word and only killed one villager: Bertram. She and her men then left the village.If Geralt helps but kills her: Despite Bertram's part in everything, Geralt stood between Little Red and the peasant that cost her half her men. Set on revenge, she morphed into a werewolf but soon met her end at the witcher's blade."
"604","Loan Shark","Human","Male",NA,NA,"Loan Shark was a merchant in The Bits district of Novigrad. While he normally just gave out loans, he did sell a few items like the book Change your life! A Handbook. He also played gwent, using the monsters deck."
"605","Lodrin","Human","Male",NA,NA,"Lodrin was a guard that Geralt encountered in 1272 at Crow's Perch, when he was looking for the Bloody Baron. He lets Geralt through the gate to go see the Bloody Baron."
"606","Lothar","Human",NA,NA,NA,"Lothar lived in the village of Rannvaig in Skellige with his son and wife in 1272.Sometime prior to 1272, Lothar had been in a 10 year relationship with Jonna, but for unknown reasons he left her one day and married another woman and the two had a son, Tjalve. However, his scorned lover didn't forget this and planted a nithing outside his hut, cursing his son to the point he'd die soon if it wasn't lifted.If Geralt investigates: Geralt asked Jonna to lift the curse, who agreed but for a steep price: she wanted Lothar to denounce his family and return to her, which would strip his family of honor and condemn them to poverty. On learning this, Lothar all but demanded Geralt carve Jonna's name instead on the nithing, which would reverse the curse on the caster."
"607","Louis","Human","Male",NA,NA,"Louis was a wanted man in Aedirn sometime prior to 1271.Prior to King Foltest's death, the witcher Letho decided to hunt down Louis to turn him in for a nice reward, as regular witcher contracts were hard to come by at the time. Louis turned out to be very easy to capture, as he was enjoying himself in the Golden Hanged Man in Hagge just before Letho nabbed him. However, as the two talked to pass the time until the guard post opened up, Louis proved to be a very nice conversationalist and instead Letho let him go.If Letho was spared: Sometime later in 1272, Louis and Letho met once more in Velen, but this time Letho himself was a wanted man. Louis then suggested that the witcher hide out in the abandoned Reardon Manor to try and escape any bounty hunters looking for him. However, Louis then decided the bounty on Letho was too good to pass up and informed a famous Nilfgaardian bounty hunter, Arnout Vester, on where Letho was hiding for a cut of the reward."
"608","Luc Vegelbud","Human",NA,NA,NA,"Luc Vegelbud, Albert's cousin, is the black sheep of the Vegelbud family and a horse racer, whose steed is named ""Succubus"". His aunt, Ingrid, particularly dislikes him and wants to see him fail."
"609","Lucas","Human",NA,NA,NA,"Lucas was a nordling living around Novigrad in 1272 that, like many, didn't take kindly to Nilfgaardians waging war with them.If Fencing Lessons is done: He and Kobe were caught threatening Rosa var Attre but Geralt interfered before they could act on their plans."
"610","Lugos Drummond","Human","Male",NA,NA,"Blueboy Lugos was the heir to possessions of Clan Drummond because of his status as Madman Lugos' sole legitimate child. He was one of the victims of the Kaer Trolde massacre."
"611","Lugos Drummond","Human","Male",NA,NA,"Madman Lugos, son of Lugos Harelip and jarl of Clan Drummond, had an especially fiery personality, even more so than the typical residents of Skellige. He reigned from Kaer Muire on the southern half of Ard Skellig."
"612","Lund","Human","Male",NA," Jad Karadin's former gang Novigrad City Council","He was one of the persons involved in the death of the witcher Aiden of the Cat School. Lund is encountered at a warehouse close to Novigrad, where he is employed as the supervisor of said warehouse.However, it is hinted that this is just a facade of Lund to take care of his business as a criminal undisturbed by the authorities. A guard of the warehouse provides a contract on an Ekimmara for Geralt of Rivia, even though he states that another witcher is already employed to hunt down the monster.Upon the witchers' return, Lambert promptly demands to talk to supervisor Lund and is granted access by the guardsman of the warehouse. However, Lund turns out to be unwilling to share information about Karadin and rather calls his guards for help than aiding the witcher. This leads to a short fight between the guards and Geralt while Lambert corners Lund in an adjacent hut.After the death of the guardsmen, Geralt witnesses Lambert interrogating Lund and killing him with a stab to the stomach, but not before gaining the crucial information from him that another member of the gang, Vienne, can be found at the Seven Cats Inn.Lambert then promises to tell Geralt all about the reason for his actions and to provide him with all necessary information at the Seven Cats Inn, where Vienne can be found according to Lund. Lund is post-mortem mentioned by Vienne to have ""finally found his match"", indicating that Lund had a successful career of contract-killings."
"613","Lussi","Human","Female",NA,NA,"Lussi was one of three thugs and thieves that are pursued by the Novigrad Guard for the alleged possession of ""contraband related to magic""."
"614","Merchant","Human","Male",NA,NA,"Fandom may earn an affiliate commission on sales made from links on this page."
"615","Lyffned","Human","Male","Soldier Rank(s) Corporal"," Nilfgaardian Army","Fandom may earn an affiliate commission on sales made from links on this page."
"616","Madame","Human","Female",NA,NA,"The Madame at Crippled Kate's in the Harborside district of Novigrad. Although she, her girls, and the brothel live in poverty, she is willing to play gwent."
